,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
1110,HNF4G,ENSG00000164749,0.1047526853706434,No data,No data,No data,No data,No data,No data,0.5237634268532174,hepatocyte nuclear factor 4 gamma,True,,,,,,
1111,DCLRE1C,ENSG00000152457,0.1047526853706434,No data,No data,No data,No data,No data,No data,0.5237634268532174,DNA cross-link repair 1C,True,,,,,,
1112,PER2,ENSG00000132326,0.1047472852286345,No data,No data,No data,No data,No data,No data,0.5237364261431727,period circadian regulator 2,True,,,,,,
1113,PIK3C2A,ENSG00000011405,0.104709826404088,No data,No data,No data,No data,0.007391597093694037,No data,0.5217012327470169,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,True,,,,,,
1114,TDRD12,ENSG00000173809,0.1047048411824926,No data,No data,No data,No data,No data,No data,0.5235242059124633,tudor domain containing 12,True,,,,,,
1115,RBM5,ENSG00000003756,0.1047048411824926,No data,No data,No data,No data,No data,No data,0.5235242059124633,RNA binding motif protein 5,True,,,,,,
1116,POMZP3,ENSG00000146707,0.1046809273126731,No data,No data,No data,No data,No data,No data,0.5234046365633657,POM121 and ZP3 fusion,True,,,,,,
1117,SLC22A5,ENSG00000197375,0.1046778988110861,No data,No data,No data,No data,No data,No data,0.5233894940554307,solute carrier family 22 member 5,True,,,,,,
1118,SYCE1,ENSG00000171772,0.1046727657575488,No data,No data,No data,No data,No data,No data,0.5233638287877442,synaptonemal complex central element protein 1,True,,,,,,
1119,SALL4,ENSG00000101115,0.1046637644348658,No data,No data,No data,No data,0.01847899273423509,No data,0.5186990739907705,spalt like transcription factor 4,True,—,—,CTB,,Y,True
1120,NPHP1,ENSG00000144061,0.1046463305318318,No data,No data,No data,No data,0.11712396239241181,No data,0.4939506620610561,nephrocystin 1,True,,,,,,
1121,DIP2C,ENSG00000151240,0.1046165588213155,No data,No data,No data,No data,No data,No data,0.5230827941065778,disco interacting protein 2 homolog C,True,,,,,,
1122,FADS2,ENSG00000134824,0.1045814382404455,0.0001964513107077325,No data,No data,No data,No data,No data,0.5226616270638433,fatty acid desaturase 2,True,,,,,,
1123,CHGA,ENSG00000100604,0.1045277569951204,No data,No data,No data,No data,0.0888736889445962,No data,0.5004203627394533,chromogranin A,True,,,,,,
1124,ALK,ENSG00000171094,0.1045238558744321,No data,No data,No data,No data,0.03695798546847018,No data,0.5133797830050432,ALK receptor tyrosine kinase,True,,,,,,
1125,GATA5,ENSG00000130700,0.1044496832508183,No data,No data,No data,No data,No data,No data,0.5222484162540916,GATA binding protein 5,True,,,,,,
1126,RANBP9,ENSG00000010017,0.104430228977912,No data,No data,No data,No data,No data,No data,0.5221511448895602,RAN binding protein 9,True,,,,,,
1127,TRPC5,ENSG00000072315,0.1043561521666417,No data,No data,No data,No data,No data,No data,0.5217807608332088,transient receptor potential cation channel subfamily C member 5,True,,,,,,
1128,PDGFB,ENSG00000100311,0.104353695149671,No data,No data,No data,No data,No data,No data,0.5217684757483553,platelet derived growth factor subunit B,True,,,,,,
1129,RAD21L1,ENSG00000244588,0.1043503073343364,No data,No data,No data,No data,No data,No data,0.5217515366716823,RAD21 cohesin complex component like 1,True,,,,,,
1130,CCNI,ENSG00000118816,0.1043402465494033,No data,No data,No data,No data,No data,No data,0.5217012327470169,cyclin I,True,,,,,,
1131,MOCS2,ENSG00000164172,0.1043402465494033,No data,No data,No data,No data,No data,No data,0.5217012327470169,molybdenum cofactor synthesis 2,True,,,,,,
1132,GRHPR,ENSG00000137106,0.1043402465494033,No data,No data,No data,No data,No data,No data,0.5217012327470169,glyoxylate and hydroxypyruvate reductase,True,,,,,,
1133,POU3F3,ENSG00000198914,0.1043402465494033,No data,No data,No data,No data,No data,No data,0.5217012327470169,POU class 3 homeobox 3,True,,,,,,
1134,CDKN2A,ENSG00000147889,0.1042881983502922,No data,No data,No data,No data,0.11558911653104606,No data,0.4925437126186998,cyclin dependent kinase inhibitor 2A,True,,,,,,
1135,JAG1,ENSG00000101384,0.1042325304475341,No data,No data,No data,No data,0.055796291950315394,No data,0.5072135792500917,jagged canonical Notch ligand 1,True,,,,,,
1136,FAM170A,ENSG00000164334,0.1041904259392096,No data,No data,No data,No data,No data,No data,0.5209521296960481,family with sequence similarity 170 member A,True,,,,,,
1137,PARL,ENSG00000283765,0.1041367209766499,No data,No data,No data,No data,No data,No data,0.5206836048832496,presenilin associated rhomboid like,True,,,,,,
1138,GRID2,ENSG00000152208,0.1041227077404931,No data,No data,No data,No data,No data,No data,0.5206135387024655,glutamate ionotropic receptor delta type subunit 2,True,,,,,,
1139,ACVR2B,ENSG00000114739,0.1041093946528388,No data,No data,No data,No data,0.007391597093694037,No data,0.5186990739907705,activin A receptor type 2B,True,,,,,,
1140,BMP5,ENSG00000112175,0.1040880596291164,No data,No data,No data,No data,No data,No data,0.5204402981455821,bone morphogenetic protein 5,True,,,,,,
1141,NKX2-1,ENSG00000136352,0.1040718391799386,No data,No data,No data,No data,No data,No data,0.520359195899693,NK2 homeobox 1,True,,,,,,
1142,ASPH,ENSG00000198363,0.1039915171581871,No data,No data,No data,No data,No data,No data,0.5199575857909355,aspartate beta-hydroxylase,True,,,,,,
1143,MLH3,ENSG00000119684,0.1039289349694605,No data,No data,No data,No data,0.07011751131934758,No data,0.5021152970174657,mutL homolog 3,True,,,,,,
1144,WARS1,ENSG00000140105,0.1038248407501671,No data,No data,No data,No data,No data,No data,0.5191242037508358,tryptophanyl-tRNA synthetase 1,True,,,,,,
1145,APC,ENSG00000134982,0.1037649339089441,No data,No data,No data,No data,0.026794539464640877,No data,0.5121260346785607,APC regulator of WNT signaling pathway,True,,,,,,
1146,TSC22D3,ENSG00000157514,0.1037599035164776,No data,No data,No data,No data,No data,No data,0.5187995175823883,TSC22 domain family member 3,True,,,,,,
1147,BAG6,ENSG00000204463,0.1037398147981541,No data,No data,No data,No data,No data,No data,0.5186990739907705,BAG cochaperone 6,True,,,,,,
1148,MAZ,ENSG00000103495,0.1037398147981541,No data,No data,No data,No data,No data,No data,0.5186990739907705,MYC associated zinc finger protein,True,,,,,,
1149,CRYAA2,ENSG00000276076,0.1037392469017982,No data,No data,No data,No data,No data,No data,0.518696234508991,crystallin alpha A2,True,,,,,,
1150,CRYAA,ENSG00000160202,0.1037392469017982,No data,No data,No data,No data,No data,No data,0.518696234508991,crystallin alpha A,True,,,,,,
1151,NPFFR1,ENSG00000148734,0.1036534953166496,No data,No data,No data,No data,No data,No data,0.5182674765832482,neuropeptide FF receptor 1,True,,,,,,
1152,MRC1,ENSG00000260314,0.1036534953166496,No data,No data,No data,No data,No data,No data,0.5182674765832482,mannose receptor C-type 1,True,,,,,,
1153,RSPO1,ENSG00000169218,0.103641021996554,No data,No data,No data,No data,No data,No data,0.5182051099827701,R-spondin 1,True,F,—,—,F,Y,True
1154,SPTB,ENSG00000070182,0.1035460810383284,No data,No data,No data,No data,No data,No data,0.5177304051916419,"spectrin beta, erythrocytic",True,,,,,,
1155,CMPK1,ENSG00000162368,0.1035307640065731,No data,No data,No data,No data,0.047385270424116055,No data,0.5058075024268366,cytidine/uridine monophosphate kinase 1,True,,,,,,
1156,TP73,ENSG00000078900,0.1031949083136284,No data,No data,No data,No data,0.051741179655858255,No data,0.5030392466541774,tumor protein p73,True,,,,,,
1157,TCOF1,ENSG00000070814,0.1031885926045561,No data,No data,No data,No data,No data,No data,0.5159429630227806,treacle ribosome biogenesis factor 1,True,,,,,,
1158,ZNF521,ENSG00000198795,0.1031536693615098,No data,No data,No data,No data,No data,No data,0.5157683468075491,zinc finger protein 521,True,,,,,,
1159,MCOLN1,ENSG00000090674,0.1030717150287335,No data,No data,No data,No data,No data,No data,0.5153585751436675,mucolipin TRP cation channel 1,True,,,,,,
1160,SLC6A6,ENSG00000131389,0.1030717150287335,No data,No data,No data,No data,No data,No data,0.5153585751436675,solute carrier family 6 member 6,True,,,,,,
1161,NPHS1,ENSG00000161270,0.1030168426864198,No data,No data,No data,No data,No data,No data,0.5150842134320994,"NPHS1 adhesion molecule, nephrin",True,,,,,,
1162,CLN8,ENSG00000182372,0.1029516015759609,No data,No data,No data,No data,No data,No data,0.5147580078798049,CLN8 transmembrane ER and ERGIC protein,True,,,,,,
1163,AP1G1,ENSG00000166747,0.1029516015759609,No data,No data,No data,No data,No data,No data,0.5147580078798049,adaptor related protein complex 1 subunit gamma 1,True,,,,,,
1164,GUCY1B1,ENSG00000061918,0.1029177234226148,No data,No data,0.10291772342261485,No data,No data,No data,No data,guanylate cyclase 1 soluble subunit beta 1,True,,,,,,
1165,GUCY1B2,ENSG00000123201,0.1029177234226148,No data,No data,0.10291772342261485,No data,No data,No data,No data,guanylate cyclase 1 soluble subunit beta 2 (pseudogene),True,,,,,,
1166,F2R,ENSG00000181104,0.1028928079427357,No data,No data,No data,No data,0.052817115981519024,No data,0.5012597607182989,coagulation factor II thrombin receptor,True,,,,,,
1167,RNF168,ENSG00000163961,0.1028692633326825,No data,No data,No data,No data,No data,No data,0.5143463166634126,ring finger protein 168,True,,,,,,
1168,IQCG,ENSG00000114473,0.1028599765703204,No data,No data,No data,No data,No data,No data,0.514299882851602,IQ motif containing G,True,F,—,—,M,—,True
1169,GRN,ENSG00000030582,0.1028354919049475,No data,No data,No data,No data,0.007391597093694037,No data,0.5123295602513142,granulin precursor,True,,,,,,
1170,E2F1,ENSG00000101412,0.1027846685152641,No data,No data,No data,No data,0.04650546504782497,No data,0.5022969763143644,E2F transcription factor 1,True,,,,,,
1171,EMX2,ENSG00000170370,0.1027686082173566,No data,No data,No data,No data,0.06467647456982281,No data,0.49767392244432757,empty spiracles homeobox 2,True,,,,,,
1172,MARCHF8,ENSG00000165406,0.1026946441004726,No data,No data,No data,No data,No data,No data,0.5134732205023634,membrane associated ring-CH-type finger 8,True,,,,,,
1173,CSMD1,ENSG00000183117,0.1026946441004726,No data,No data,No data,No data,No data,No data,0.5134732205023634,CUB and Sushi multiple domains 1,True,,,,,,
1174,SOD2,ENSG00000112096,0.1026849394446988,No data,No data,No data,No data,0.10320004136716568,No data,0.4876246868817029,superoxide dismutase 2,True,,,,,,
1175,AKR1B10,ENSG00000198074,0.1026839903954779,No data,No data,No data,No data,No data,No data,0.5134199519773898,aldo-keto reductase family 1 member B10,True,,,,,,
1176,RAPGEF3,ENSG00000079337,0.1026839903954779,No data,No data,No data,No data,No data,No data,0.5134199519773898,Rap guanine nucleotide exchange factor 3,True,,,,,,
1177,HINT2,ENSG00000137133,0.1026839903954779,No data,No data,No data,No data,No data,No data,0.5134199519773898,histidine triad nucleotide binding protein 2,True,,,,,,
1178,ADRA2A,ENSG00000150594,0.1026807816713337,No data,No data,No data,No data,0.04434958256216421,No data,0.5023165127161273,adrenoceptor alpha 2A,True,,,,,,
1179,LIPE,ENSG00000079435,0.1026507019776052,No data,No data,No data,No data,0.03695798546847018,No data,0.5040140135209084,"lipase E, hormone sensitive type",True,,,,,,
1180,DPP4,ENSG00000197635,0.1026046071568403,No data,No data,No data,No data,0.2513143011855972,No data,0.4501944604878024,dipeptidyl peptidase 4,True,,,,,,
1181,FABP4,ENSG00000170323,0.1024959917439913,No data,No data,No data,No data,0.04065378401531719,No data,0.5023165127161273,fatty acid binding protein 4,True,,,,,,
1182,EIF4EBP1,ENSG00000187840,0.102490858690454,No data,No data,No data,No data,0.04055112294457145,No data,0.5023165127161273,eukaryotic translation initiation factor 4E binding protein 1,True,,,,,,
1183,REC114,ENSG00000183324,0.102455748604259,No data,No data,No data,No data,0.03695798546847018,No data,0.5030392466541774,REC114 meiotic recombination protein,True,,,,,,
1184,CHRNA7,ENSG00000175344,0.1024508722033985,No data,No data,No data,No data,0.007391597093694037,No data,0.5104064617435693,cholinergic receptor nicotinic alpha 7 subunit,True,,,,,,
1185,RAD50,ENSG00000113522,0.1024502562369741,No data,No data,No data,No data,No data,No data,0.5122512811848705,RAD50 double strand break repair protein,True,,,,,,
1186,NLRP1,ENSG00000091592,0.1023112018166489,No data,No data,No data,No data,0.03695798546847018,No data,0.5023165127161273,NLR family pyrin domain containing 1,True,,,,,,
1187,STX2,ENSG00000111450,0.1022760917304539,No data,No data,No data,No data,0.007391597093694037,No data,0.5095325593788461,syntaxin 2,True,,,,,,
1188,LAMA2,ENSG00000196569,0.1021277464832263,No data,No data,No data,No data,No data,No data,0.5106387324161316,laminin subunit alpha 2,True,,,,,,
1189,C11orf80,ENSG00000173715,0.1021208168609509,No data,No data,No data,No data,No data,No data,0.5106040843047549,chromosome 11 open reading frame 80,True,,,,,,
1190,CACNA2D2,ENSG00000007402,0.1021058796751574,No data,No data,No data,No data,0.03695798546847018,No data,0.5012899020086699,calcium voltage-gated channel auxiliary subunit alpha2delta 2,True,,,,,,
1191,SLIT2,ENSG00000145147,0.102085450122079,No data,No data,No data,No data,0.01847899273423509,No data,0.5058075024268366,slit guidance ligand 2,True,,,,,,
1192,PCNA,ENSG00000132646,0.1020553704283505,No data,No data,No data,No data,0.028950421950301636,No data,0.5030392466541774,proliferating cell nuclear antigen,True,,,,,,
1193,DVL3,ENSG00000161202,0.1019681085182167,No data,No data,No data,No data,No data,No data,0.5098405425910835,dishevelled segment polarity protein 3,True,,,,,,
1194,ALDH1A3,ENSG00000184254,0.1019587663607788,No data,No data,No data,No data,No data,No data,0.5097938318038941,aldehyde dehydrogenase 1 family member A3,True,,,,,,
1195,HRH1,ENSG00000067596,0.1018654506320592,No data,No data,No data,No data,No data,No data,0.5093272531602964,histamine receptor H1,True,,,,,,
1196,HDAC1,ENSG00000116478,0.1018545653739718,No data,No data,0.0831554673040579,No data,0.09239496367117545,No data,0.3329175330999794,histone deacetylase 1,True,,,,,,
1197,SOST,ENSG00000167941,0.1017951225607886,No data,No data,No data,No data,0.0678148235025204,No data,0.49202190692831327,sclerostin,True,,,,,,
1198,GK,ENSG00000198814,0.1017253577824693,No data,No data,No data,No data,0.02524110478487752,No data,0.5023165127161273,glycerol kinase,True,,,,,,
1199,CRYGD,ENSG00000118231,0.1017011163211365,No data,No data,No data,No data,No data,No data,0.5085055816056828,crystallin gamma D,True,F,—,—,,—,True
1200,PEX7,ENSG00000112357,0.101632154270644,No data,No data,No data,No data,0.007391597093694037,No data,0.5063128720797968,peroxisomal biogenesis factor 7,True,,,,,,
1201,GPRASP2,ENSG00000158301,0.1016298665210605,No data,No data,No data,No data,No data,No data,0.5081493326053028,G protein-coupled receptor associated sorting protein 2,True,,,,,,
1202,HADHA,ENSG00000084754,0.1015720421072795,No data,No data,No data,No data,0.022174791281082105,No data,0.5023165127161273,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,True,,,,,,
1203,EGFR,ENSG00000146648,0.1015388544573425,No data,No data,No data,No data,0.09304527237798034,No data,0.48443295419221755,epidermal growth factor receptor,True,,,,,,
1204,MIR205,ENSG00000284485,0.1014920978782684,No data,No data,No data,No data,No data,No data,0.5074604893913423,microRNA 205,True,,,,,,
1205,NCOA3,ENSG00000124151,0.1014231096387272,No data,No data,No data,No data,0.06098067602297579,No data,0.49187037918789256,nuclear receptor coactivator 3,True,,,,,,
1206,H6PD,ENSG00000049239,0.1013790392942775,No data,No data,No data,No data,0.01847899273423509,No data,0.5022754482878291,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,True,,,,,,
1207,NR1H4,ENSG00000012504,0.1013495591412022,No data,No data,No data,No data,No data,No data,0.5067477957060111,nuclear receptor subfamily 1 group H member 4,True,,,,,,
1208,LRRK2,ENSG00000188906,0.1013377182133024,No data,No data,No data,No data,0.01847899273423509,No data,0.5020688428829532,leucine rich repeat kinase 2,True,,,,,,
1209,FURIN,ENSG00000140564,0.1013110776654438,No data,No data,No data,No data,0.07945966875721089,No data,0.4866904711379167,"furin, paired basic amino acid cleaving enzyme",True,,,,,,
1210,NIPBL,ENSG00000164190,0.1013110776654438,No data,No data,No data,No data,0.07945966875721089,No data,0.4866904711379167,NIPBL cohesin loading factor,True,,,,,,
1211,H3-3B,ENSG00000132475,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,H3.3 histone B,True,,,,,,
1212,PLEKHA8,ENSG00000106086,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,pleckstrin homology domain containing A8,True,,,,,,
1213,PCCB,ENSG00000114054,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,propionyl-CoA carboxylase subunit beta,True,,,,,,
1214,DSPP,ENSG00000152591,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,dentin sialophosphoprotein,True,,,,,,
1215,TDRP,ENSG00000180190,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,testis development related protein,True,,,,,,
1216,MYOZ1,ENSG00000177791,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,myozenin 1,True,,,,,,
1217,GPA33,ENSG00000143167,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,glycoprotein A33,True,,,,,,
1218,H3-3A,ENSG00000132475,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,H3.3 histone A,True,,,,,,
1219,BTBD17,ENSG00000204347,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,BTB domain containing 17,True,,,,,,
1220,FAM72C,ENSG00000263513,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,family with sequence similarity 72 member C,True,,,,,,
1221,EXOSC3,ENSG00000107371,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,exosome component 3,True,,,,,,
1222,KLRB1,ENSG00000111796,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,killer cell lectin like receptor B1,True,,,,,,
1223,RND3,ENSG00000115963,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,Rho family GTPase 3,True,,,,,,
1224,PLXND1,ENSG00000004399,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,plexin D1,True,,,,,,
1225,NACC1,ENSG00000160877,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,nucleus accumbens associated 1,True,,,,,,
1226,ZDHHC5,ENSG00000156599,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,zinc finger DHHC-type palmitoyltransferase 5,True,,,,,,
1227,KIRREL1,ENSG00000183853,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,kirre like nephrin family adhesion molecule 1,True,,,,,,
1228,CCDC88B,ENSG00000168071,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,coiled-coil domain containing 88B,True,,,,,,
1229,MTSS1,ENSG00000170873,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,MTSS I-BAR domain containing 1,True,,,,,,
1230,ROBO1,ENSG00000169855,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,roundabout guidance receptor 1,True,,,,,,
1231,ATP8B1,ENSG00000081923,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,ATPase phospholipid transporting 8B1,True,,,,,,
1232,FAM72D,ENSG00000215784,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,family with sequence similarity 72 member D,True,,,,,,
1233,DNM2,ENSG00000079805,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,dynamin 2,True,,,,,,
1234,LTBP1,ENSG00000049323,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,latent transforming growth factor beta binding protein 1,True,,,,,,
1235,FAM72B,ENSG00000188610,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,family with sequence similarity 72 member B,True,,,,,,
1236,BMP10,ENSG00000163217,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,bone morphogenetic protein 10,True,,,,,,
1237,PLEKHM1,ENSG00000225190,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,pleckstrin homology and RUN domain containing M1,True,,,,,,
1238,FAM72A,ENSG00000196550,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,family with sequence similarity 72 member A,True,,,,,,
1239,ARIH2,ENSG00000177479,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,ariadne RBR E3 ubiquitin protein ligase 2,True,,,,,,
1240,KRT2,ENSG00000172867,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,keratin 2,True,,,,,,
1241,MAPK7,ENSG00000166484,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,mitogen-activated protein kinase 7,True,,,,,,
1242,DNAL1,ENSG00000119661,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,dynein axonemal light chain 1,True,,,,,,
1243,QRICH1,ENSG00000198218,0.1011615004853673,No data,No data,No data,No data,No data,No data,0.5058075024268366,glutamine rich 1,True,,,,,,
1244,PIWIL2,ENSG00000197181,0.1011567267455776,No data,No data,No data,No data,0.007391597093694037,No data,0.5039357344544647,piwi like RNA-mediated gene silencing 2,True,,,,,,
1245,AMER1,ENSG00000184675,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,APC membrane recruitment protein 1,True,,,,,,
1246,BTBD1,ENSG00000064726,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,BTB domain containing 1,True,,,,,,
1247,SPINK13,ENSG00000214510,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,serine peptidase inhibitor Kazal type 13,True,,,,,,
1248,KIF26B,ENSG00000162849,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,kinesin family member 26B,True,,,,,,
1249,RNF223,ENSG00000237330,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,ring finger protein 223,True,,,,,,
1250,GEN1,ENSG00000178295,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,GEN1 Holliday junction 5' flap endonuclease,True,,,,,,
1251,NOTUM,ENSG00000185269,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,"notum, palmitoleoyl-protein carboxylesterase",True,,,,,,
1252,EDC3,ENSG00000179151,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,enhancer of mRNA decapping 3,True,,,,,,
1253,ITGA8,ENSG00000077943,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,integrin subunit alpha 8,True,,,,,,
1254,CTNNBIP1,ENSG00000178585,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,catenin beta interacting protein 1,True,,,,,,
1255,FAM71F1,ENSG00000135248,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,family with sequence similarity 71 member F1,True,,,,,,
1256,NPNT,ENSG00000168743,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,nephronectin,True,,,,,,
1257,KRT31,ENSG00000094796,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,keratin 31,True,,,,,,
1258,KRT33A,ENSG00000006059,0.1010377425645833,No data,No data,No data,No data,No data,No data,0.5051887128229166,keratin 33A,True,,,,,,
1259,BRDT,ENSG00000137948,0.1010128472549274,No data,No data,No data,No data,No data,No data,0.5050642362746374,bromodomain testis associated,True,,,,,,
1260,CYP27A1,ENSG00000135929,0.1010094594395928,No data,No data,No data,No data,0.011087395640541052,No data,0.5022754482878291,cytochrome P450 family 27 subfamily A member 1,True,,,,,,
1261,HDAC4,ENSG00000068024,0.1009737333869733,No data,No data,0.03695798546847018,No data,No data,No data,0.458671185099279,histone deacetylase 4,True,,,,,,
1262,DRD5,ENSG00000169676,0.1009156272209312,No data,No data,No data,No data,0.01663109346081158,No data,0.5004203627394533,dopamine receptor D5,True,,,,,,
1263,RFWD3,ENSG00000168411,0.1008241048763614,No data,No data,No data,No data,No data,No data,0.5041205243818071,ring finger and WD repeat domain 3,True,,,,,,
1264,TDRKH,ENSG00000182134,0.1007871468908929,No data,No data,No data,No data,No data,No data,0.5039357344544647,tudor and KH domain containing,True,,,,,,
1265,SPOCD1,ENSG00000134668,0.1007871468908929,No data,No data,No data,No data,No data,No data,0.5039357344544647,SPOC domain containing 1,True,,,,,,
1266,BAX,ENSG00000087088,0.1007815518625373,No data,No data,No data,No data,0.0520491628680955,No data,0.4908954685956626,"BCL2 associated X, apoptosis regulator",True,,,,,,
1267,GK5,ENSG00000175066,0.100741160890863,No data,No data,No data,No data,No data,No data,0.5037058044543155,glycerol kinase 5,True,,,,,,
1268,CRYGC,ENSG00000163254,0.1006607490301991,No data,No data,No data,No data,No data,No data,0.5033037451509955,crystallin gamma C,True,,,,,,
1269,GNPAT,ENSG00000116906,0.1006585638997838,No data,No data,No data,No data,No data,No data,0.5032928194989194,glyceronephosphate O-acyltransferase,True,,,,,,
1270,CLCN1,ENSG00000188037,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,chloride voltage-gated channel 1,True,,,,,,
1271,SLC24A1,ENSG00000074621,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,solute carrier family 24 member 1,True,,,,,,
1272,ZNF143,ENSG00000166478,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,zinc finger protein 143,True,,,,,,
1273,RPS6KA3,ENSG00000177189,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,ribosomal protein S6 kinase A3,True,,,,,,
1274,SPAST,ENSG00000021574,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,spastin,True,,,,,,
1275,GRM1,ENSG00000152822,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,glutamate metabotropic receptor 1,True,,,,,,
1276,RTP1,ENSG00000175077,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,receptor transporter protein 1,True,,,,,,
1277,AKAP12,ENSG00000131016,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,A-kinase anchoring protein 12,True,,,,,,
1278,EPHA1,ENSG00000146904,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,EPH receptor A1,True,,,,,,
1279,RTP2,ENSG00000198471,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,receptor transporter protein 2,True,,,,,,
1280,TNRC6B,ENSG00000100354,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,trinucleotide repeat containing adaptor 6B,True,,,,,,
1281,CBX3,ENSG00000122565,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,chromobox 3,True,,,,,,
1282,POU3F2,ENSG00000184486,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,POU class 3 homeobox 2,True,,,,,,
1283,PRM2,ENSG00000122304,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,protamine 2,True,—,CTB,—,,—,True
1284,CPLX1,ENSG00000168993,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,complexin 1,True,,,,,,
1285,SLC45A2,ENSG00000164175,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,solute carrier family 45 member 2,True,,,,,,
1286,GNG13,ENSG00000127588,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,G protein subunit gamma 13,True,,,,,,
1287,LHFPL2,ENSG00000145685,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,LHFPL tetraspan subfamily member 2,True,,,,,,
1288,PTPRJ,ENSG00000149177,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,protein tyrosine phosphatase receptor type J,True,,,,,,
