target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
CBFA2T2,ENSG00000078699,0.3098297462333081,0.0,0.0,0.0,0.0,0.0,0.0,0.3098297462333081,CBFA2/RUNX1 partner transcriptional co-repressor 2
SIX5,ENSG00000177045,0.3094749504368523,0.0,0.0,0.0,0.0,0.0,0.0,0.3094749504368523,SIX homeobox 5
AGPAT1,ENSG00000204310,0.30908902394494836,0.0,0.0,0.0,0.0,0.0,0.0,0.30908902394494836,1-acylglycerol-3-phosphate O-acyltransferase 1
RPL24,ENSG00000114391,0.3090553199308164,0.0,0.0,0.0,0.0,0.0,0.0,0.3090553199308164,ribosomal protein L24
LRP5,ENSG00000162337,0.309047144920005,0.0,0.0,0.0,0.0,0.0,0.0,0.309047144920005,LDL receptor related protein 5
PRKAR2B,ENSG00000005249,0.3090440725403124,0.0,0.0,0.0,0.0,0.0,0.0,0.3090440725403124,protein kinase cAMP-dependent type II regulatory subunit beta
PEG3,ENSG00000198300,0.30889764080875654,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.30629764080875654,paternally expressed 3
FOXO3,ENSG00000118689,0.3082600911753591,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.3056600911753591,forkhead box O3
DPH1,ENSG00000108963,0.3081877776723075,0.0,0.0,0.0,0.0,0.0,0.0,0.3081877776723075,diphthamide biosynthesis 1
PTGIS,ENSG00000124212,0.3079486295603427,0.0,0.0,0.0,0.0,0.0,0.0,0.3079486295603427,prostaglandin I2 synthase
ARNTL,ENSG00000133794,0.3074332916036785,0.0,0.0,0.0,0.0,0.0,0.0,0.3074332916036785,aryl hydrocarbon receptor nuclear translocator like
SUGCT,ENSG00000175600,0.30697136170319983,0.0,0.0,0.0,0.0,0.0,0.0,0.30697136170319983,succinyl-CoA:glutarate-CoA transferase
TMEM231,ENSG00000205084,0.30691494177457845,0.0,0.0,0.0,0.0,0.0,0.0,0.30691494177457845,transmembrane protein 231
FIGN,ENSG00000182263,0.30691494177457845,0.0,0.0,0.0,0.0,0.0,0.0,0.30691494177457845,"fidgetin, microtubule severing factor"
SKI,ENSG00000157933,0.30691494177457845,0.0,0.0,0.0,0.0,0.0,0.0,0.30691494177457845,SKI proto-oncogene
TCTN3,ENSG00000119977,0.30691494177457845,0.0,0.0,0.0,0.0,0.0,0.0,0.30691494177457845,tectonic family member 3
QSOX1,ENSG00000116260,0.30691494177457845,0.0,0.0,0.0,0.0,0.0,0.0,0.30691494177457845,quiescin sulfhydryl oxidase 1
MAP3K20,ENSG00000091436,0.30691494177457845,0.0,0.0,0.0,0.0,0.0,0.0,0.30691494177457845,mitogen-activated protein kinase kinase kinase 20
HSF2BP,ENSG00000160207,0.30665596357842984,0.0,0.0,0.0,0.0,0.0,0.0,0.30665596357842984,heat shock transcription factor 2 binding protein
CRTAP,ENSG00000170275,0.3048141935941043,0.0,0.0,0.0,0.0,0.0,0.0,0.3048141935941043,cartilage associated protein
INPP5E,ENSG00000148384,0.30375097796611195,0.0,0.0,0.0,0.0,0.0,0.0,0.30375097796611195,inositol polyphosphate-5-phosphatase E
HS6ST1,ENSG00000136720,0.30353888888888886,0.3,0.0,0.0,0.0,0.0,0.014155555555555557,0.0,heparan sulfate 6-O-sulfotransferase 1
PBX1,ENSG00000185630,0.3032916790222541,4.3061200286989454e-05,0.0,0.0,0.0,0.0,0.08576111111111111,0.28184661666666666,PBX homeobox 1
CLTRN,ENSG00000147003,0.3022079833333333,0.0,0.0,0.0,0.0,0.0,0.024,0.2962079833333333,"collectrin, amino acid transport regulator"
WDR35,ENSG00000118965,0.3015360650790406,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.29893606507904064,WD repeat domain 35
OXTR,ENSG00000180914,0.30150331632653066,0.0,0.0,0.29510331632653064,0.0,0.0,0.0256,0.0,oxytocin receptor
ENPP1,ENSG00000197594,0.3014631519274376,0.0,0.0,0.0,0.0,0.0,0.0,0.3014631519274376,ectonucleotide pyrophosphatase/phosphodiesterase 1
TOB2,ENSG00000183864,0.3014631519274376,0.0,0.0,0.0,0.0,0.0,0.0,0.3014631519274376,"transducer of ERBB2, 2"
FHL2,ENSG00000115641,0.3014631519274376,0.0,0.0,0.0,0.0,0.0,0.0,0.3014631519274376,four and a half LIM domains 2
EFEMP1,ENSG00000115380,0.3014631519274376,0.0,0.0,0.0,0.0,0.0,0.0,0.3014631519274376,EGF containing fibulin extracellular matrix protein 1
CNOT3,ENSG00000088038,0.3014631519274376,0.0,0.0,0.0,0.0,0.0,0.0,0.3014631519274376,CCR4-NOT transcription complex subunit 3
GABBR1,ENSG00000204681,0.3007199204648526,0.0,0.0,0.0,0.0,0.0,0.0,0.3007199204648526,gamma-aminobutyric acid type B receptor subunit 1
LGALS3,ENSG00000131981,0.3005392104823065,0.0,0.0,0.0,0.0,0.0,0.05909,0.28576671048230645,galectin 3
GLIS2,ENSG00000126603,0.3004321614512472,0.0,0.0,0.0,0.0,0.0,0.0,0.3004321614512472,GLIS family zinc finger 2
SYNE2,ENSG00000054654,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,spectrin repeat containing nuclear envelope protein 2
FAH,ENSG00000103876,0.29991566791383223,0.0,0.0,0.0,0.0,0.0,0.0,0.29991566791383223,fumarylacetoacetate hydrolase
TCTN1,ENSG00000204852,0.299539587370505,0.0,0.0,0.0,0.0,0.0,0.0,0.299539587370505,tectonic family member 1
TCTN2,ENSG00000168778,0.299539587370505,0.0,0.0,0.0,0.0,0.0,0.0,0.299539587370505,tectonic family member 2
CDK20,ENSG00000156345,0.299539587370505,0.0,0.0,0.0,0.0,0.0,0.0,0.299539587370505,cyclin dependent kinase 20
IFT80,ENSG00000068885,0.299539587370505,0.0,0.0,0.0,0.0,0.0,0.0,0.299539587370505,intraflagellar transport 80
BCAM,ENSG00000187244,0.2991770692384617,0.0,0.0,0.0,0.0,0.0,0.04668404024943311,0.28750605917610345,basal cell adhesion molecule (Lutheran blood group)
ARL3,ENSG00000138175,0.2988711222222222,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.2962711222222222,ADP ribosylation factor like GTPase 3
CCNB1IP1,ENSG00000100814,0.29815277777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.29815277777777777,cyclin B1 interacting protein 1
PTPRS,ENSG00000105426,0.29811166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29811166666666666,protein tyrosine phosphatase receptor type S
SH2B1,ENSG00000178188,0.2980411111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2980411111111111,SH2B adaptor protein 1
RAB28,ENSG00000157869,0.29769006111111107,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.2949900611111111,"RAB28, member RAS oncogene family"
TMEM218,ENSG00000150433,0.2972171444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.2972171444444444,transmembrane protein 218
WHRN,ENSG00000095397,0.2971221444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.2971221444444444,whirlin
MSH5,ENSG00000204410,0.29698375,0.0,0.0,0.0,0.0,0.0,0.0,0.29698375,mutS homolog 5
NFIA,ENSG00000162599,0.2963101115178121,0.00015595718235974568,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,nuclear factor I A
EPHB4,ENSG00000196411,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,EPH receptor B4
ROBO2,ENSG00000185008,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,roundabout guidance receptor 2
DCHS1,ENSG00000166341,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,dachsous cadherin-related 1
FLCN,ENSG00000154803,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,folliculin
DLG5,ENSG00000151208,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,discs large MAGUK scaffold protein 5
LZTS2,ENSG00000107816,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,leucine zipper tumor suppressor 2
XYLT2,ENSG00000015532,0.2962711222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2962711222222222,xylosyltransferase 2
TRPC1,ENSG00000144935,0.29623751695001116,0.0,0.0,0.0,0.0,0.0,0.0,0.29623751695001116,transient receptor potential cation channel subfamily C member 1
PTDSS2,ENSG00000174915,0.29610151961451253,0.0,0.0,0.0,0.0,0.0,0.0,0.29610151961451253,phosphatidylserine synthase 2
TAF4B,ENSG00000141384,0.2960604166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2960604166666667,TATA-box binding protein associated factor 4b
PRLR,ENSG00000113494,0.2957973893890201,0.0,0.0,0.0,0.0,0.0,0.045238668667191395,0.28448772222222224,prolactin receptor
TNKS,ENSG00000173273,0.29558856666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29558856666666666,tankyrase
PRPF8,ENSG00000174231,0.2949900611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2949900611111111,pre-mRNA processing factor 8
PRPF3,ENSG00000117360,0.2949900611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2949900611111111,pre-mRNA processing factor 3
TULP1,ENSG00000112041,0.2949900611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2949900611111111,TUB like protein 1
NFE2L2,ENSG00000116044,0.29475164215439525,0.0,0.0,0.0,0.0,0.0,0.04660712417313644,0.28309986111111113,"nuclear factor, erythroid 2 like 2"
LIFR,ENSG00000113594,0.2941634888888889,0.0,0.0,0.0,0.0,0.0,0.0207,0.2889884888888889,LIF receptor subunit alpha
IMPDH2,ENSG00000178035,0.2935408163265306,0.0,0.0,0.2935408163265306,0.0,0.0,0.0,0.0,inosine monophosphate dehydrogenase 2
WDR13,ENSG00000101940,0.2932783914548269,0.0,0.0,0.0,0.0,0.0,0.0,0.2932783914548269,WD repeat domain 13
HFM1,ENSG00000162669,0.2927222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2927222222222222,helicase for meiosis 1
SUN1,ENSG00000164828,0.2919457722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2919457722222222,Sad1 and UNC84 domain containing 1
MAGI2,ENSG00000187391,0.29174520000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.29174520000000004,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
GAS1,ENSG00000180447,0.2916847664399093,0.0,0.0,0.0,0.0,0.0,0.0,0.2916847664399093,growth arrest specific 1
MYO7A,ENSG00000137474,0.2915541222222222,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.2889541222222222,myosin VIIA
MERTK,ENSG00000153208,0.2913261722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2913261722222222,"MER proto-oncogene, tyrosine kinase"
PGAP1,ENSG00000197121,0.29128517222222217,0.0,0.0,0.0,0.0,0.0,0.0,0.29128517222222217,post-GPI attachment to proteins inositol deacylase 1
ADRB3,ENSG00000188778,0.2911210722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2911210722222222,adrenoceptor beta 3
MARK4,ENSG00000007047,0.2911210722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2911210722222222,microtubule affinity regulating kinase 4
TMEM18,ENSG00000151353,0.29000893540164824,0.0,0.0,0.0,0.0,0.0,0.0,0.29000893540164824,transmembrane protein 18
SAFB,ENSG00000160633,0.28962507188208625,0.0,0.0,0.0,0.0,0.0,0.0,0.28962507188208625,scaffold attachment factor B
MDK,ENSG00000110492,0.28862125000000005,0.0,0.0,0.0,0.0,0.0,0.0252,0.28232125,midkine
ATXN2,ENSG00000204842,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,ataxin 2
TMPRSS9,ENSG00000178297,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,transmembrane serine protease 9
PDGFD,ENSG00000170962,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,platelet derived growth factor D
THBS3,ENSG00000169231,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,thrombospondin 3
FAHD2B,ENSG00000144199,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,fumarylacetoacetate hydrolase domain containing 2B
SLC47A1,ENSG00000142494,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,solute carrier family 47 member 1
FOXP2,ENSG00000128573,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,forkhead box P2
FAHD2A,ENSG00000115042,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,fumarylacetoacetate hydrolase domain containing 2A
EMD,ENSG00000102119,0.28750605917610345,0.0,0.0,0.0,0.0,0.0,0.0,0.28750605917610345,emerin
HELQ,ENSG00000163312,0.28680276111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.28680276111111114,"helicase, POLQ like"
IDUA,ENSG00000127415,0.28669634767051505,0.0,0.0,0.0,0.0,0.0,0.0,0.28669634767051505,alpha-L-iduronidase
DNAAF4,ENSG00000256061,0.2847222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2847222222222222,dynein axonemal assembly factor 4
SLC7A8,ENSG00000092068,0.2847222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2847222222222222,solute carrier family 7 member 8
NPHP1,ENSG00000144061,0.2845302777777778,0.0,0.0,0.0,0.0,0.0,0.06890555555555557,0.2673038888888889,nephrocystin 1
TMEM248,ENSG00000106609,0.2844897222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2844897222222222,transmembrane protein 248
FGF10,ENSG00000070193,0.28444097222222225,0.0,0.0,0.0,0.0,0.0,0.0,0.28444097222222225,fibroblast growth factor 10
INPPL1,ENSG00000165458,0.2840123611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2840123611111111,inositol polyphosphate phosphatase like 1
TWIST2,ENSG00000233608,0.2834711111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2834711111111111,twist family bHLH transcription factor 2
TDRD12,ENSG00000173809,0.2833077611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2833077611111111,tudor domain containing 12
RBM5,ENSG00000003756,0.2833077611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2833077611111111,RNA binding motif protein 5
POMZP3,ENSG00000146707,0.28324305555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.28324305555555557,POM121 and ZP3 fusion
SLC22A5,ENSG00000197375,0.2832348611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2832348611111111,solute carrier family 22 member 5
DIP2C,ENSG00000151240,0.28306888888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.28306888888888887,disco interacting protein 2 homolog C
CCNI,ENSG00000118816,0.28232125,0.0,0.0,0.0,0.0,0.0,0.0,0.28232125,cyclin I
ACVR2B,ENSG00000114739,0.28069661666666673,0.0,0.0,0.0,0.0,0.0,0.0,0.28069661666666673,activin A receptor type 2B
ROBO1,ENSG00000169855,0.2798202777777778,0.0,0.0,0.0,0.0,0.0,0.0244,0.2737202777777778,roundabout guidance receptor 1
ZNF521,ENSG00000198795,0.2791106388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2791106388888889,zinc finger protein 521
SLC6A6,ENSG00000131389,0.2788888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2788888888888889,solute carrier family 6 member 6
IQCG,ENSG00000114473,0.2783159722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2783159722222222,IQ motif containing G
RAPGEF3,ENSG00000079337,0.2778397931972789,0.0,0.0,0.0,0.0,0.0,0.0,0.2778397931972789,Rap guanine nucleotide exchange factor 3
RAD50,ENSG00000113522,0.27720736111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.27720736111111116,RAD50 double strand break repair protein
LAMA2,ENSG00000196569,0.2763347222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.2763347222222223,laminin subunit alpha 2
DVL3,ENSG00000161202,0.27590277777777783,0.0,0.0,0.0,0.0,0.0,0.0,0.27590277777777783,dishevelled segment polarity protein 3
STX2,ENSG00000111450,0.2757361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2757361111111111,syntaxin 2
ARX,ENSG00000004848,0.2751922222222222,0.0,0.0,0.0,0.0,0.0,0.013444444444444446,0.27183111111111113,aristaless related homeobox
CRYGD,ENSG00000118231,0.2751803569160997,0.0,0.0,0.0,0.0,0.0,0.0,0.2751803569160997,crystallin gamma D
GPRASP2,ENSG00000158301,0.27498757097505666,0.0,0.0,0.0,0.0,0.0,0.0,0.27498757097505666,G protein-coupled receptor associated sorting protein 2
NR1H4,ENSG00000012504,0.27422912222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.27422912222222223,nuclear receptor subfamily 1 group H member 4
KIRREL1,ENSG00000183853,0.2737202777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2737202777777778,kirre like nephrin family adhesion molecule 1
TDRP,ENSG00000180190,0.2737202777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2737202777777778,testis development related protein
MAPK7,ENSG00000166484,0.2737202777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2737202777777778,mitogen-activated protein kinase 7
H3-3B,ENSG00000132475,0.2737202777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2737202777777778,H3.3 histone B
AMER1,ENSG00000184675,0.2733854166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2733854166666667,APC membrane recruitment protein 1
EDC3,ENSG00000179151,0.2733854166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2733854166666667,enhancer of mRNA decapping 3
PIWIL2,ENSG00000197181,0.27270736111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.27270736111111116,piwi like RNA-mediated gene silencing 2
GK5,ENSG00000175066,0.27258293333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.27258293333333333,glycerol kinase 5
LHFPL2,ENSG00000145685,0.2722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2722222222222222,LHFPL tetraspan subfamily member 2
AKAP12,ENSG00000131016,0.2722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2722222222222222,A-kinase anchoring protein 12
SLC24A1,ENSG00000074621,0.2722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2722222222222222,solute carrier family 24 member 1
EMX2,ENSG00000170370,0.2721187500000001,0.0,0.0,0.0,0.0,0.0,0.0112,0.26931875000000005,empty spiracles homeobox 2
KLF15,ENSG00000163884,0.27183111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.27183111111111113,Kruppel like factor 15
ADRA2A,ENSG00000150594,0.27183111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.27183111111111113,adrenoceptor alpha 2A
ACADL,ENSG00000115361,0.27183111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.27183111111111113,acyl-CoA dehydrogenase long chain
PPARD,ENSG00000112033,0.27183111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.27183111111111113,peroxisome proliferator activated receptor delta
GGA2,ENSG00000103365,0.27183111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.27183111111111113,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
GGA1,ENSG00000100083,0.27183111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.27183111111111113,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
H6PD,ENSG00000049239,0.2718088888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2718088888888889,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
TGFB2,ENSG00000092969,0.2713933333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2713933333333334,transforming growth factor beta 2
RALGAPA1,ENSG00000174373,0.27125924444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.27125924444444444,Ral GTPase activating protein catalytic subunit alpha 1
ZCWPW1,ENSG00000078487,0.27015055555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.27015055555555556,zinc finger CW-type and PWWP domain containing 1
LTBP3,ENSG00000168056,0.2685922333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2685922333333334,latent transforming growth factor beta binding protein 3
POLG2,ENSG00000256525,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,"DNA polymerase gamma 2, accessory subunit"
PCARE,ENSG00000179270,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,photoreceptor cilium actin regulator
FAM161A,ENSG00000170264,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,FAM161 centrosomal protein A
CHTOP,ENSG00000160679,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,chromatin target of PRMT1
ROM1,ENSG00000149489,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,retinal outer segment membrane protein 1
ATP1B2,ENSG00000129244,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,ATPase Na+/K+ transporting subunit beta 2
IRF3,ENSG00000126456,0.2673038888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2673038888888889,interferon regulatory factor 3
JUND,ENSG00000130522,0.2669683333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2669683333333333,"JunD proto-oncogene, AP-1 transcription factor subunit"
SPTBN4,ENSG00000160460,0.2665938888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2665938888888889,"spectrin beta, non-erythrocytic 4"
CHGB,ENSG00000089199,0.2656611944444444,0.0,0.0,0.0,0.0,0.0,0.022840333333333334,0.2599511111111111,chromogranin B
ADAMTS17,ENSG00000140470,0.26337887375693486,1.5495027739425103e-05,0.0,0.0,0.0,0.0,0.0,0.263375,ADAM metallopeptidase with thrombospondin type 1 motif 17
EPHB2,ENSG00000133216,0.26186411111111113,0.0,0.0,0.0,0.0,0.0,0.04907644444444445,0.249595,EPH receptor B2
CHRM3,ENSG00000133019,0.2611111111111111,0.0,0.0,0.2611111111111111,0.0,0.0,0.0,0.0,cholinergic receptor muscarinic 3
SLC23A2,ENSG00000089057,0.2599511111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2599511111111111,solute carrier family 23 member 2
WNT5A,ENSG00000114251,0.2592555555555556,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.2566555555555556,Wnt family member 5A
DHCR7,ENSG00000172893,0.2566555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.2566555555555556,7-dehydrocholesterol reductase
RFNG,ENSG00000169733,0.2566555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.2566555555555556,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
HAAO,ENSG00000162882,0.2566555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.2566555555555556,"3-hydroxyanthranilate 3,4-dioxygenase"
ADAMTS5,ENSG00000154736,0.2566555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.2566555555555556,ADAM metallopeptidase with thrombospondin type 1 motif 5
HSF4,ENSG00000102878,0.25647777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.25647777777777775,heat shock transcription factor 4
CITED2,ENSG00000164442,0.25306833333333334,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.24981833333333336,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
GATM,ENSG00000171766,0.2526,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.25,glycine amidinotransferase
SGCD,ENSG00000170624,0.25229555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.25229555555555555,sarcoglycan delta
MAG,ENSG00000105695,0.25229500000000005,0.0,0.0,0.0,0.0,0.0,0.0195,0.24742000000000003,myelin associated glycoprotein
LY6E,ENSG00000160932,0.25186555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.25186555555555556,lymphocyte antigen 6 family member E
HSF1,ENSG00000185122,0.251,0.0,0.0,0.0,0.0,0.0,0.004,0.25,heat shock transcription factor 1
RARA,ENSG00000131759,0.2504577777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2504577777777778,retinoic acid receptor alpha
NPR1,ENSG00000169418,0.25039,0.0,0.0,0.0,0.0,0.0,0.0,0.25039,natriuretic peptide receptor 1
EWSR1,ENSG00000182944,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,EWS RNA binding protein 1
RYK,ENSG00000163785,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,receptor like tyrosine kinase
ANTXR2,ENSG00000163297,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,ANTXR cell adhesion molecule 2
SYCE2,ENSG00000161860,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,synaptonemal complex central element protein 2
PSKH1,ENSG00000159792,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,protein serine kinase H1
FZD1,ENSG00000157240,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,frizzled class receptor 1
DHX58,ENSG00000108771,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,DExH-box helicase 58
BMF,ENSG00000104081,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,Bcl2 modifying factor
NISCH,ENSG00000010322,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,nischarin
MORC2,ENSG00000133422,0.248875,0.0,0.0,0.0,0.0,0.0,0.0,0.248875,MORC family CW-type zinc finger 2
PATZ1,ENSG00000100105,0.248875,0.0,0.0,0.0,0.0,0.0,0.0,0.248875,POZ/BTB and AT hook containing zinc finger 1
MSH4,ENSG00000057468,0.248875,0.0,0.0,0.0,0.0,0.0,0.0,0.248875,mutS homolog 4
UNC5C,ENSG00000182168,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,unc-5 netrin receptor C
CCDC122,ENSG00000151773,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,coiled-coil domain containing 122
SLC25A25,ENSG00000148339,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,solute carrier family 25 member 25
OSMR,ENSG00000145623,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,oncostatin M receptor
CDO1,ENSG00000129596,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,cysteine dioxygenase type 1
FFAR1,ENSG00000126266,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,free fatty acid receptor 1
BCAT2,ENSG00000105552,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,branched chain amino acid transaminase 2
CCDC80,ENSG00000091986,0.24821222222222228,0.0,0.0,0.0,0.0,0.0,0.0,0.24821222222222228,coiled-coil domain containing 80
SMYD4,ENSG00000186532,0.2480761111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2480761111111111,SET and MYND domain containing 4
PRDX4,ENSG00000123131,0.2480761111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2480761111111111,peroxiredoxin 4
PHF13,ENSG00000116273,0.2480761111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2480761111111111,PHD finger protein 13
CPEB1,ENSG00000214575,0.24787,0.0,0.0,0.0,0.0,0.0,0.0,0.24787,cytoplasmic polyadenylation element binding protein 1
ZSWIM7,ENSG00000214941,0.246905,0.0,0.0,0.0,0.0,0.0,0.0,0.246905,zinc finger SWIM-type containing 7
