"symbol","overallAssociationScore","geneticAssociations","somaticMutations","drugs","pathwaysSystemsBiology","textMining","rnaExpression","animalModels","targetName"
"CYP51A1",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"cytochrome P450 family 51 subfamily A member 1"
"DNAJC24",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"DnaJ heat shock protein family (Hsp40) member C24"
"BCLAF1",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"BCL2 associated transcription factor 1"
"MAP3K20",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"mitogen-activated protein kinase kinase kinase 20"
"TCTN3",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"tectonic family member 3"
"SKI",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"SKI proto-oncogene"
"HIVEP3",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"HIVEP zinc finger 3"
"TRAF3IP1",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"TRAF3 interacting protein 1"
"VPS25",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"vacuolar protein sorting 25 homolog"
"C2CD3",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"C2 domain containing 3 centriole elongation regulator"
"FIGN",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"fidgetin, microtubule severing factor"
"TMEM231",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"transmembrane protein 231"
"CCP110",0.11342957958161246,"No data","No data","No data","No data","No data","No data",0.5671478979080622,"centriolar coiled-coil protein 110"
"JAG2",0.11338440474086937,"No data","No data","No data","No data","No data","No data",0.5669220237043467,"jagged canonical Notch ligand 2"
"CORT",0.11336912603137092,"No data","No data","No data","No data",0.08802579672625621,"No data",0.5448391809752904,"cortistatin"
"HSF2BP",0.11333386645751328,"No data","No data","No data","No data","No data","No data",0.5666693322875663,"heat shock transcription factor 2 binding protein"
"ARID5B",0.11332221725507248,"No data","No data","No data","No data","No data","No data",0.5666110862753624,"AT-rich interaction domain 5B"
"CCDC141",0.1132762254608611,0.11087395640541053,"No data","No data","No data",0.048045381109011236,"No data","No data","coiled-coil domain containing 141"
"RXFP2",0.11324703037499843,"No data","No data","No data","No data","No data","No data",0.5662351518749921,"relaxin family peptide receptor 2"
"MCPH1",0.11324224910926815,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5615914973627819,"microcephalin 1"
"PEG3",0.11320143758036723,"No data","No data","No data","No data","No data","No data",0.5660071879018361,"paternally expressed 3"
"SOHLH2",0.11308962870449339,"No data","No data","No data","No data","No data","No data",0.565448143522467,"spermatogenesis and oogenesis specific basic helix-loop-helix 2"
"CCDC169-SOHLH2",0.11308962870449339,"No data","No data","No data","No data","No data","No data",0.565448143522467,"CCDC169-SOHLH2 readthrough"
"ARL6IP5",0.11307781722821578,"No data","No data","No data","No data",0.03326218692162316,"No data",0.557073539410673,"ADP ribosylation factor like GTPase 6 interacting protein 5"
"OXTR",0.11302346761931338,"No data","No data",0.10906424076493278,"No data",0.07918453708761229,"No data","No data","oxytocin receptor"
"IFT80",0.11301367126448612,"No data","No data","No data","No data",0.04619748183558772,"No data",0.5535189858635338,"intraflagellar transport 80"
"NCOR1",0.11298810885355183,"No data","No data","No data","No data","No data","No data",0.5649405442677591,"nuclear receptor corepressor 1"
"SEMA4A",0.11291412703636285,"No data","No data","No data","No data","No data","No data",0.5645706351818142,"semaphorin 4A"
"NMNAT1",0.11291412703636285,"No data","No data","No data","No data","No data","No data",0.5645706351818142,"nicotinamide nucleotide adenylyltransferase 1"
"RPGRIP1",0.11291412703636285,"No data","No data","No data","No data","No data","No data",0.5645706351818142,"RPGR interacting protein 1"
"IDH3A",0.11291412703636285,"No data","No data","No data","No data","No data","No data",0.5645706351818142,"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha"
"NSDHL",0.11289690636689091,"No data","No data","No data","No data","No data","No data",0.5644845318344545,"NAD(P) dependent steroid dehydrogenase-like"
"ID1",0.11289302730087343,"No data","No data","No data","No data",0.029566388374776147,"No data",0.557073539410673,"inhibitor of DNA binding 1, HLH protein"
"MPZL3",0.11288855431844644,"No data","No data","No data","No data","No data","No data",0.5644427715922321,"myelin protein zero like 3"
"MBD5",0.11288055712346363,"No data","No data","No data","No data","No data","No data",0.564402785617318,"methyl-CpG binding domain protein 5"
"UCP2",0.11285996817335947,"No data","No data","No data","No data",0.032338237284911406,"No data",0.5562152815455695,"uncoupling protein 2"
"ATR",0.11281346497104547,"No data","No data","No data","No data",0.027975141778217007,"No data",0.557073539410673,"ATR serine/threonine kinase"
"SCD",0.11267913571506255,"No data","No data","No data","No data",0.01293529491396456,"No data",0.5601618548468216,"stearoyl-CoA desaturase"
"FOXA1",0.1126615292157222,"No data","No data","No data","No data","No data","No data",0.5633076460786111,"forkhead box A1"
"CRTAP",0.11265318537434364,"No data","No data","No data","No data","No data","No data",0.5632659268717182,"cartilage associated protein"
"COL4A4",0.11264486720870837,"No data","No data","No data","No data","No data","No data",0.5632243360435418,"collagen type IV alpha 4 chain"
"PAX6",0.11261591110165026,"No data","No data","No data","No data",0.013756583479930565,"No data",0.5596404096382686,"paired box 6"
"TXNIP",0.11259515358519974,"No data","No data","No data","No data","No data","No data",0.5629757679259986,"thioredoxin interacting protein"
"AGPAT1",0.11256330745061477,"No data","No data","No data","No data","No data","No data",0.5628165372530738,"1-acylglycerol-3-phosphate O-acyltransferase 1"
"AGTR2",0.11255870347449337,"No data","No data","No data","No data","No data","No data",0.5627935173724669,"angiotensin II receptor type 2"
"FGF23",0.11253358759441483,"No data","No data","No data","No data",0.047686067361401116,"No data",0.5507464211317239,"fibroblast growth factor 23"
"FGFR3",0.11250656956808454,"No data","No data","No data","No data",0.007391597093694037,"No data",0.5606849485669992,"fibroblast growth factor receptor 3"
"SLC39A14",0.11249939909036652,"No data","No data","No data","No data","No data","No data",0.5624969954518325,"solute carrier family 39 member 14"
"PTHLH",0.11249521565173363,"No data","No data","No data","No data",0.021610155391980482,"No data",0.557073539410673,"parathyroid hormone like hormone"
"ARHGAP1",0.11247640301051948,"No data","No data","No data","No data","No data","No data",0.5623820150525973,"Rho GTPase activating protein 1"
"MMP14",0.11246408368202998,"No data","No data","No data","No data","No data","No data",0.5623204184101498,"matrix metallopeptidase 14"
"AIFM1",0.11242651607836242,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5575128322082533,"apoptosis inducing factor mitochondria associated 1"
"PRDM7",0.11236367565514041,"No data","No data","No data","No data","No data","No data",0.561818378275702,"PR/SET domain 7"
"PRDM9",0.11236367565514041,"No data","No data","No data","No data","No data","No data",0.561818378275702,"PR/SET domain 9"
"TMPRSS6",0.11233983659870322,"No data","No data","No data","No data","No data","No data",0.5616991829935161,"transmembrane serine protease 6"
"EFEMP1",0.11233865751884638,"No data","No data","No data","No data",0.01847899273423509,"No data",0.557073539410673,"EGF containing fibulin extracellular matrix protein 1"
"SOCS2",0.11224349957584619,"No data","No data","No data","No data",0.051022552160638,"No data",0.5484618598390715,"suppressor of cytokine signaling 2"
"FBN2",0.11222202766117796,"No data","No data","No data","No data","No data","No data",0.5611101383058898,"fibrillin 2"
"GPR39",0.11219884608222375,"No data","No data","No data","No data","No data","No data",0.5609942304111187,"G protein-coupled receptor 39"
"ABCA5",0.11219600367567342,"No data","No data","No data","No data","No data","No data",0.5609800183783671,"ATP binding cassette subfamily A member 5"
"RRM2B",0.11208101411027119,"No data","No data","No data","No data","No data","No data",0.5604050705513558,"ribonucleotide reductase regulatory TP53 inducible subunit M2B"
"NANOS3",0.11207192443155778,"No data","No data","No data","No data","No data","No data",0.5603596221577889,"nanos C2HC-type zinc finger 3"
"PBX1",0.1119858054329941,0.00012239434564410343,"No data","No data","No data",0.15614748860428648,"No data",0.5208241581552077,"PBX homeobox 1"
"SIX5",0.11192775751435266,"No data","No data","No data","No data","No data","No data",0.5596387875717633,"SIX homeobox 5"
"BSCL2",0.1119059149899337,"No data","No data","No data","No data","No data","No data",0.5595295749496685,"BSCL2 lipid droplet biogenesis associated, seipin"
"PPARA",0.11184184816498981,"No data","No data","No data","No data",0.024946640191217374,"No data",0.5529725807771447,"peroxisome proliferator activated receptor alpha"
"LPCAT1",0.1117019635727734,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5538900696803082,"lysophosphatidylcholine acyltransferase 1"
"REC8",0.11160637400609304,"No data","No data","No data","No data","No data","No data",0.5580318700304651,"REC8 meiotic recombination protein"
"FOXO3",0.11159774884195373,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5533689960262098,"forkhead box O3"
"GLDC",0.11152852749892828,"No data","No data","No data","No data",0.04065378401531719,"No data",0.5474791914908121,"glycine decarboxylase"
"SPTA1",0.1115042144997463,"No data","No data","No data","No data","No data","No data",0.5575210724987315,"spectrin alpha, erythrocytic 1"
"HORMAD1",0.1114953397727098,"No data","No data","No data","No data","No data","No data",0.557476698863549,"HORMA domain containing 1"
"ACAN",0.111475808818269,"No data","No data","No data","No data","No data","No data",0.5573790440913451,"aggrecan"
"HTR2B",0.11142832618743759,0.11087395640541053,"No data","No data","No data",0.011087395640541052,"No data","No data","5-hydroxytryptamine receptor 2B"
"FANCL",0.11142420193605468,"No data","No data","No data","No data","No data","No data",0.5571210096802733,"FA complementation group L"
"CIITA",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"class II major histocompatibility complex transactivator"
"CTHRC1",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"collagen triple helix repeat containing 1"
"EIF2AK3",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"eukaryotic translation initiation factor 2 alpha kinase 3"
"ATP6V1H",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"ATPase H+ transporting V1 subunit H"
"TOB2",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"transducer of ERBB2, 2"
"RASSF2",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"Ras association domain family member 2"
"IFNGR1",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"interferon gamma receptor 1"
"SLC26A2",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"solute carrier family 26 member 2"
"INPP4B",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"inositol polyphosphate-4-phosphatase type II B"
"CNOT3",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"CCR4-NOT transcription complex subunit 3"
"ZAP70",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"zeta chain of T cell receptor associated protein kinase 70"
"FHL2",0.11141470788213462,"No data","No data","No data","No data","No data","No data",0.557073539410673,"four and a half LIM domains 2"
"DUOX2",0.11139850842609814,"No data","No data","No data","No data","No data","No data",0.5569925421304908,"dual oxidase 2"
"FAH",0.11139715874728642,"No data","No data","No data","No data",0.011087395640541052,"No data",0.5542139448262968,"fumarylacetoacetate hydrolase"
"PAH",0.1113872617591393,"No data","No data",0.09239496367117545,"No data",0.02309874091779386,"No data",0.3695798546847018,"phenylalanine hydroxylase"
"VIP",0.11137461589780993,"No data","No data","No data","No data",0.0775203997181254,"No data",0.5374929795595181,"vasoactive intestinal peptide"
"PPARGC1A",0.1113578553125225,"No data","No data","No data","No data",0.011087395640541052,"No data",0.5540174276524772,"PPARG coactivator 1 alpha"
"CLTRN",0.11132040271020542,"No data","No data","No data","No data",0.03695798546847018,"No data",0.5473625171839096,"collectrin, amino acid transport regulator"
"SLC6A9",0.11131658032147525,"No data","No data","No data","No data","No data","No data",0.5565829016073762,"solute carrier family 6 member 9"
"BPNT2",0.11131658032147525,"No data","No data","No data","No data","No data","No data",0.5565829016073762,"3'(2'), 5'-bisphosphate nucleotidase 2"
"BCAM",0.11129030624570431,"No data","No data","No data","No data",0.10067717348857409,"No data",0.531282237856378,"basal cell adhesion molecule (Lutheran blood group)"
"GSTP1",0.11125402916984443,"No data","No data","No data","No data",0.05728487747612878,"No data",0.5419489264801899,"glutathione S-transferase pi 1"
"SPRY1",0.11124305630911391,"No data","No data","No data","No data","No data","No data",0.5562152815455695,"sprouty RTK signaling antagonist 1"
"TNS1",0.11119624286085383,"No data","No data","No data","No data","No data","No data",0.5559812143042692,"tensin 1"
"ARHGDIA",0.11119624286085383,"No data","No data","No data","No data","No data","No data",0.5559812143042692,"Rho GDP dissociation inhibitor alpha"
"SPDYA",0.1111677693729065,"No data","No data","No data","No data","No data","No data",0.5558388468645323,"speedy/RINGO cell cycle regulator family member A"
"SOD1",0.11116140740349864,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5511872888339344,"superoxide dismutase 1"
"GDF15",0.11115730368042644,"No data","No data","No data","No data",0.06359853332699243,"No data",0.5398868850703841,"growth differentiation factor 15"
"EFNA5",0.11111742304293346,"No data","No data","No data","No data","No data","No data",0.5555871152146673,"ephrin A5"
"RSPO2",0.11111024329579283,"No data","No data","No data","No data","No data","No data",0.5555512164789641,"R-spondin 2"
"GLIS2",0.11103367457176279,"No data","No data","No data","No data","No data","No data",0.5551683728588139,"GLIS family zinc finger 2"
"RECQL4",0.11100971073775778,"No data","No data","No data","No data","No data","No data",0.5550485536887889,"RecQ like helicase 4"
"VEGFA",0.11100929993391453,"No data","No data","No data","No data",0.38171101154924175,"No data",0.4596187467822623,"vascular endothelial growth factor A"
"CLCN3",0.11098744252038298,"No data","No data","No data","No data","No data","No data",0.5549372126019149,"chloride voltage-gated channel 3"
"GLI1",0.11087395640541053,0.11087395640541053,"No data","No data","No data","No data","No data","No data","GLI family zinc finger 1"
"SERPINA12",0.11087209327265651,"No data","No data","No data","No data",0.09829797523905609,"No data",0.5297859725535184,"serpin family A member 12"
"MSH5",0.1108679507327719,"No data","No data","No data","No data",0.022174791281082105,"No data",0.548796055843589,"mutS homolog 5"
"TERT",0.11086311540215955,"No data","No data","No data","No data",0.0425016832887407,"No data",0.5436901561886127,"telomerase reverse transcriptase"
"DST",0.11079155345784852,"No data","No data","No data","No data",0.015091177399625321,"No data",0.5501849729393363,"dystonin"
"CDK20",0.11070379717270674,"No data","No data","No data","No data","No data","No data",0.5535189858635338,"cyclin dependent kinase 20"
"TCTN2",0.11070379717270674,"No data","No data","No data","No data","No data","No data",0.5535189858635338,"tectonic family member 2"
"TCTN1",0.11070379717270674,"No data","No data","No data","No data","No data","No data",0.5535189858635338,"tectonic family member 1"
"CILK1",0.11070379717270674,"No data","No data","No data","No data","No data","No data",0.5535189858635338,"ciliogenesis associated kinase 1"
"ABCC8",0.11070365400837182,"No data","No data","No data","No data",0.011087395640541052,"No data",0.5507464211317239,"ATP binding cassette subfamily C member 8"
"RDH10",0.11063988605750709,"No data","No data","No data","No data","No data","No data",0.5531994302875354,"retinol dehydrogenase 10"
"CSF2",0.11060010683295249,"No data","No data","No data","No data",0.06127881215291702,"No data",0.5376808311265331,"colony stimulating factor 2"
"DLX5",0.11049724285290771,"No data","No data","No data","No data",0.020326892007658595,"No data",0.5474044912626239,"distal-less homeobox 5"
"WDR35",0.11048074749192846,"No data","No data","No data","No data","No data","No data",0.5524037374596422,"WD repeat domain 35"
"MSTN",0.11047450849473878,"No data","No data","No data","No data",0.018786975946472342,"No data",0.5476757984870758,"myostatin"
"MYO10",0.11046765082454359,"No data","No data","No data","No data","No data","No data",0.5523382541227179,"myosin X"
"ANK1",0.11044819970374702,"No data","No data","No data","No data",0.011087395640541052,"No data",0.5494691496085998,"ankyrin 1"
"HMOX1",0.11039854211226531,"No data","No data","No data","No data",0.12116591125723868,"No data",0.5217012327470169,"heme oxygenase 1"
"MLH1",0.11034910168122287,"No data","No data","No data","No data",0.007391597093694037,"No data",0.5498976091326908,"mutL homolog 1"
"GABBR1",0.11026568788514285,"No data","No data","No data","No data",0.014783194187388073,"No data",0.5476326408788672,"gamma-aminobutyric acid type B receptor subunit 1"
"STC2",0.11023768456946151,"No data","No data","No data","No data",0.03695798546847018,"No data",0.5419489264801899,"stanniocalcin 2"
"KLF3",0.11023745776678688,"No data","No data","No data","No data","No data","No data",0.5511872888339344,"Kruppel like factor 3"
"CCNB1IP1",0.11019126028495131,"No data","No data","No data","No data","No data","No data",0.5509563014247565,"cyclin B1 interacting protein 1"
"PTPRS",0.11017606644648094,"No data","No data","No data","No data","No data","No data",0.5508803322324046,"protein tyrosine phosphatase receptor type S"
"SH2B1",0.11014999053451151,"No data","No data","No data","No data","No data","No data",0.5507499526725576,"SH2B adaptor protein 1"
"DNAJB9",0.11014928422634476,"No data","No data","No data","No data","No data","No data",0.5507464211317239,"DnaJ heat shock protein family (Hsp40) member B9"
"PITPNA",0.11014928422634476,"No data","No data","No data","No data","No data","No data",0.5507464211317239,"phosphatidylinositol transfer protein alpha"
"C3AR1",0.11011258058891689,"No data","No data","No data","No data","No data","No data",0.5505629029445843,"complement C3a receptor 1"
"RUNX2",0.11009712008307744,"No data","No data","No data","No data",0.007391597093694037,"No data",0.5486377011419636,"RUNX family transcription factor 2"
"RAB28",0.11008492600109425,"No data","No data","No data","No data",0.02125084164437035,"No data",0.5451119195943787,"RAB28, member RAS oncogene family"
"NOS2",0.11007788693549664,"No data","No data","No data","No data",0.06192161728279892,"No data",0.5349090303567834,"nitric oxide synthase 2"
"CHST8",0.11005002584631327,"No data","No data","No data","No data","No data","No data",0.5502501292315662,"carbohydrate sulfotransferase 8"
"MCM8",0.11003007624421621,"No data","No data","No data","No data",0.01663109346081158,"No data",0.5459926078558782,"minichromosome maintenance 8 homologous recombination repair factor"
"ILK",0.10998081945665261,"No data","No data","No data","No data","No data","No data",0.5499040972832631,"integrin linked kinase"
"FANCF",0.10991122962905671,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5449363999617247,"FA complementation group F"
"TMEM218",0.1098454690535798,"No data","No data","No data","No data","No data","No data",0.5492273452678991,"transmembrane protein 218"
"NR1H3",0.10984368275094883,"No data","No data","No data","No data","No data","No data",0.5492184137547441,"nuclear receptor subfamily 1 group H member 3"
"CLIC5",0.10984339529995073,"No data","No data","No data","No data","No data","No data",0.5492169764997537,"chloride intracellular channel 5"
"WHRN",0.10981035896738475,"No data","No data","No data","No data","No data","No data",0.5490517948369238,"whirlin"
"AFF4",0.1097661796552528,"No data","No data","No data","No data","No data","No data",0.548830898276264,"AF4/FMR2 family member 4"
"MSH5-SAPCD1",0.1097592111687178,"No data","No data","No data","No data","No data","No data",0.548796055843589,"MSH5-SAPCD1 readthrough (NMD candidate)"
"FABP3",0.10974755913718816,"No data","No data","No data","No data",0.102455748604259,"No data",0.5231238585348761,"fatty acid binding protein 3"
"MED1",0.10972754022839273,"No data","No data","No data","No data","No data","No data",0.5486377011419636,"mediator complex subunit 1"
"C14orf93",0.10972754022839273,"No data","No data","No data","No data","No data","No data",0.5486377011419636,"chromosome 14 open reading frame 93"
"HPN",0.10972754022839273,"No data","No data","No data","No data","No data","No data",0.5486377011419636,"hepsin"
"TTPA",0.10965559740323555,"No data","No data","No data","No data","No data","No data",0.5482779870161777,"alpha tocopherol transfer protein"
"ACVR2A",0.10965015020682178,"No data","No data","No data","No data","No data","No data",0.5482507510341089,"activin A receptor type 2A"
"TERB2",0.10963861315569136,"No data","No data","No data","No data","No data","No data",0.5481930657784567,"telomere repeat binding bouquet formation protein 2"
"TBX22",0.10963845076263846,"No data","No data","No data","No data","No data","No data",0.5481922538131923,"T-box transcription factor 22"
"PAX1",0.10959913274752607,"No data","No data","No data","No data","No data","No data",0.5479956637376304,"paired box 1"
"SLIT3",0.10959565799204171,0.00010834974605961302,"No data","No data","No data","No data","No data",0.547842852777634,"slit guidance ligand 3"
"NFIA",0.10953644557861598,0.00016242912181428537,"No data","No data","No data","No data","No data",0.5474791914908121,"nuclear factor I A"
"CNTRL",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"centriolin"
"PIGV",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"phosphatidylinositol glycan anchor biosynthesis class V"
"ITGA3",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"integrin subunit alpha 3"
"ROBO2",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"roundabout guidance receptor 2"
"DLG5",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"discs large MAGUK scaffold protein 5"
"PDCD4",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"programmed cell death 4"
"FLCN",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"folliculin"
"EPHB4",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"EPH receptor B4"
"FRYL",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"FRY like transcription coactivator"
"ARL3",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"ADP ribosylation factor like GTPase 3"
"DCHS1",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"dachsous cadherin-related 1"
"LZTS2",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"leucine zipper tumor suppressor 2"
"ZBTB14",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"zinc finger and BTB domain containing 14"
"VAMP5",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"vesicle associated membrane protein 5"
"TOM1L2",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"target of myb1 like 2 membrane trafficking protein"
"XYLT2",0.10949583829816242,"No data","No data","No data","No data","No data","No data",0.5474791914908121,"xylosyltransferase 2"
"DCTN5",0.10949053688046909,"No data","No data","No data","No data","No data","No data",0.5474526844023454,"dynactin subunit 5"
"TRPC1",0.10948341846654197,"No data","No data","No data","No data","No data","No data",0.5474170923327099,"transient receptor potential cation channel subfamily C member 1"
"BRCA2",0.10947526393012054,"No data","No data","No data","No data",0.04627852122776009,"No data",0.5358066893436627,"BRCA2 DNA repair associated"
"MBD4",0.10942933907465374,"No data","No data","No data","No data","No data","No data",0.5471466953732687,"methyl-CpG binding domain 4, DNA glycosylase"
"CRB1",0.10939196377356043,"No data","No data","No data","No data",0.007391597093694037,"No data",0.5451119195943787,"crumbs cell polarity complex component 1"
"TNKS",0.10924357951512596,"No data","No data","No data","No data","No data","No data",0.5462178975756298,"tankyrase"
"CADPS",0.10921165192212402,"No data","No data","No data","No data","No data","No data",0.54605825961062,"calcium dependent secretion activator"
"CKS2",0.10919852157117564,"No data","No data","No data","No data","No data","No data",0.5459926078558782,"CDC28 protein kinase regulatory subunit 2"
"DMD",0.10916492904743394,"No data","No data","No data","No data",0.02628842038586433,"No data",0.5392525401407036,"dystrophin"
"OAT",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"ornithine aminotransferase"
"AIPL1",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"aryl hydrocarbon receptor interacting protein like 1"
"PRPF3",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"pre-mRNA processing factor 3"
"RORB",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"RAR related orphan receptor B"
"IMPG2",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"interphotoreceptor matrix proteoglycan 2"
"RP2",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"RP2 activator of ARL3 GTPase"
"MFRP",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"membrane frizzled-related protein"
"PRPF8",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"pre-mRNA processing factor 8"
"TULP1",0.10902238391887574,"No data","No data","No data","No data","No data","No data",0.5451119195943787,"TUB like protein 1"
"HSP90AA1",0.10900801136897134,"No data","No data","No data","No data",0.03880588474189369,"No data",0.5353385856593833,"heat shock protein 90 alpha family class A member 1"
"SHANK3",0.10900380591058635,"No data","No data","No data","No data",0.03695798546847018,"No data",0.5357795331858142,"SH3 and multiple ankyrin repeat domains 3"
"EZH2",0.10884350655406852,"No data","No data","No data","No data",0.051741179655858255,"No data",0.531282237856378,"enhancer of zeste 2 polycomb repressive complex 2 subunit"
"NPR2",0.10884142119625079,"No data","No data","No data","No data",0.023406724130031115,"No data",0.5383554249487462,"natriuretic peptide receptor 2"
"STING1",0.1088235806925229,"No data","No data","No data","No data",0.3379966267214086,"No data",0.4596187467822623,"stimulator of interferon response cGAMP interactor 1"
"GGT1",0.10881858321445269,"No data","No data","No data","No data",0.027718489101352637,"No data",0.5371632937969253,"gamma-glutamyltransferase 1"
"IGF1",0.10881680308675622,"No data","No data","No data","No data",0.544084015433781,"No data","No data","insulin like growth factor 1"
"IL5",0.10879730907223292,"No data","No data","No data","No data",0.0508172300191465,"No data",0.531282237856378,"interleukin 5"
"ABCA1",0.10877522320388942,0.00011833874296199782,"No data","No data","No data",0.014783194187388073,"No data",0.5401145737265101,"ATP binding cassette subfamily A member 1"
"FOXN1",0.10873860613389895,"No data","No data","No data","No data",0.011087395640541052,"No data",0.5409211817593593,"forkhead box N1"
"MYO7A",0.10873191673852914,"No data","No data","No data","No data",0.03880588474189369,"No data",0.5339581125071722,"myosin VIIA"
"LPL",0.1086811994012195,"No data","No data","No data","No data",0.04849503659887761,"No data",0.531282237856378,"lipoprotein lipase"
"LIN7C",0.10864986789471398,"No data","No data","No data","No data","No data","No data",0.5432493394735699,"lin-7 homolog C, crumbs cell polarity complex component"
"DIO1",0.10856248431677802,"No data","No data","No data","No data","No data","No data",0.54281242158389,"iodothyronine deiodinase 1"
"LIN28A",0.10856113799412218,"No data","No data","No data","No data",0.02125084164437035,"No data",0.5374929795595181,"lin-28 homolog A"
"DSG3",0.10853867985828582,"No data","No data","No data","No data","No data","No data",0.5426933992914291,"desmoglein 3"
"ADRB3",0.1085164332042552,"No data","No data","No data","No data",0.01847899273423509,"No data",0.5379624178377173,"adrenoceptor beta 3"
"IMPDH2",0.10848677224198792,"No data","No data",0.10848677224198792,"No data","No data","No data","No data","inosine monophosphate dehydrogenase 2"
"IMPDH1",0.10848677224198792,"No data","No data",0.10848677224198792,"No data","No data","No data","No data","inosine monophosphate dehydrogenase 1"
"GDF11",0.10847132848666399,"No data","No data","No data","No data","No data","No data",0.54235664243332,"growth differentiation factor 11"
"PLAC8",0.10845907094288502,"No data","No data","No data","No data","No data","No data",0.5422953547144251,"placenta associated 8"
"PALD1",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"phosphatase domain containing paladin 1"
"WDR13",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"WD repeat domain 13"
"KRT26",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"keratin 26"
"PREP",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"prolyl endopeptidase"
"NPB",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"neuropeptide B"
"MIR100",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"microRNA 100"
"SPRN",0.108389785296038,"No data","No data","No data","No data","No data","No data",0.5419489264801899,"shadow of prion protein"
"MTHFD1",0.10828221506271433,0.00018923918365047003,"No data","No data","No data","No data","No data",0.5411745263340086,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"GGH",0.10828112501652366,"No data","No data","No data","No data",0.45817624180762345,"No data",0.3329175330999794,"gamma-glutamyl hydrolase"
